key,status,model,topic,grade,subject,target_bloom,target_dok,output_raw,question,answer,reasoning,parse_ok,tfidf_centroid_sim_to_retrieved,tfidf_top5_mean_sim_to_retrieved,tfidf_top5_neighbors
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Analyze||DOK3||linear equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,linear equations,Grade 8,maths,Analyze,DOK3,"['', ""{'question': 'What is the relationship between the coefficients of x in the equation 2x + 5 = 11 and the solution for x? Explain your reasoning.', 'answer': 'The coefficient of x is 2. To solve for x, we isolate x on one side of the equation. The steps involve subtracting 5 from both sides and then dividing by 2. The solution is x = 3. The coefficient affects the solution by determining how x is scaled.', 'reasoning': 'The question requires analyzing the relationship between the coefficient of x and the solution. It involves understanding how the coefficient influences the steps to solve for x and explaining the reasoning behind these steps.'}""]",What is the relationship between the coefficients of x in the equation 2x + 5 = 11 and the solution for x? Explain your reasoning.,"The coefficient of x is 2. To solve for x, we isolate x on one side of the equation. The steps involve subtracting 5 from both sides and then dividing by 2. The solution is x = 3. The coefficient affects the solution by determining how x is scaled.",The question requires analyzing the relationship between the coefficient of x and the solution. It involves understanding how the coefficient influences the steps to solve for x and explaining the reasoning behind these steps.,True,0.2640357153704378,0.24512505864513606,"Which graph could be used to find the solution to the following system of equations? y=(x+3)^2-1, x+y=2 ;; The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ? ;; Let $T=20$. For some real constants $a$ and $b$, the solution sets of the equations $x^{2}+(5 b-T-a) x=T+1$ and $2 x^{2}+(T+8 a-2) x=-10 b$ are the same. Compute $a$. ;; 'Suppose -145 = -10*i - 45. Solve i = 8*x - 3*x for x.\n'"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Analyze||DOK4||geometry: angles,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,geometry: angles,Grade 8,maths,Analyze,DOK4,"['{\n  ""question"": ""The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle?"",\n  ""answer"": ""20"",\n  ""reasoning"": ""Let\'s denote the smallest angle as x. The largest angle is 5x and the middle angle is 3x. Since the sum of the angles in a triangle is 180 degrees, we have x + 3x + 5x = 180. This simplifies to 9x = 180, so x = 180 / 9 = 20.""\n}', '{""question"": ""The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle?"", ""answer"": ""20"", ""reasoning"": ""Let\'s denote the smallest angle as x. The largest angle is 5x and the middle angle is 3x. Since the sum of the angles in a triangle is 180 degrees, we have x + 3x + 5x = 180. This simplifies to 9x = 180, so x = 180 / 9 = 20.""}']",The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle?,20,"Let's denote the smallest angle as x. The largest angle is 5x and the middle angle is 3x. Since the sum of the angles in a triangle is 180 degrees, we have x + 3x + 5x = 180. This simplifies to 9x = 180, so x = 180 / 9 = 20.",True,0.13810731875083965,0.2686124255416703,"The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle? ;; In a triangle with angles A, B, and C, A is 60 degrees, and B is two times as big as C. Calculate the angle of B. ;; The sum of the three angles of a triangle equals 250. The left angle is twice the right angle's value, and the right angle is 60 degrees. Find the value of the top angle? ;; In non-right triangle $A B C$, distinct points $P, Q, R$, and $S$ lie on $\overline{B C}$ in that order such that $\angle B A P \cong \angle P A Q \cong \angle Q A R \cong \angle R A S \cong \angle S A C$. Given that the angles of $\triangle A B C$ are congruent to the angles of $\triangle A P Q$ in some order of correspondence, compute $\mathrm{m} \angle B$ in degrees. ;; <image 1> All segments of the polygon meet at right angles (90 degrees). Find the perimeter of the polygon."
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Evaluate||DOK1||linear equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,linear equations,Grade 8,maths,Evaluate,DOK1,"['{\n  ""question"": ""Analyze the equation 2x + 5 = 11. Explain the steps to solve it."",\n  ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' but still classified as DOK level \'DOK3\' instead of \'DOK2\'."",\n  ""reasoning"": ""Despite multiple revisions, the question could not be aligned with the target DOK level \'DOK2\'. It remains at \'DOK3\'.""\n}', '{""question"": ""Analyze the equation 2x + 5 = 11. Explain the steps to solve it."", ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' but still classified as DOK level \'DOK3\' instead of \'DOK2\'."", ""reasoning"": ""Despite multiple revisions, the question could not be aligned with the target DOK level \'DOK2\'. It remains at \'DOK3\'.""}']",Analyze the equation 2x + 5 = 11. Explain the steps to solve it.,The question is classified as Bloom's level 'Analyze' but still classified as DOK level 'DOK3' instead of 'DOK2'.,"Despite multiple revisions, the question could not be aligned with the target DOK level 'DOK2'. It remains at 'DOK3'.",True,0.1773950281499373,0.20970668052963076,Which option is the equation of the graph. <image 1> ;; Which option is the equation of the graph.<image 1> ;; The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ? ;; 'Suppose -145 = -10*i - 45. Solve i = 8*x - 3*x for x.\n'
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Evaluate||DOK2||geometry: angles,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,geometry: angles,Grade 8,maths,Evaluate,DOK2,"['{\n  ""question"": ""What are the interior angles of an equilateral triangle and a right-angled triangle? Compare and describe them."",\n  ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' and DOK level \'DOK3\'. Feedback: Shift DOK from DOK3 toward [\'DOK2\']. Top cues: [(\'differentiate\', 0.6015985608100891), (\'compare\', 0.5990844368934631), (\'debate\', 0.5786447525024414)]"",\n  ""reasoning"": ""The question was revised multiple times to meet the target Bloom\'s level \'Analyze\' and DOK level \'DOK2\'. The final classification is still DOK3, but it is closer to DOK2 than the initial question.""\n}', '{""question"": ""What are the interior angles of an equilateral triangle and a right-angled triangle? Compare and describe them."", ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' and DOK level \'DOK3\'. Feedback: Shift DOK from DOK3 toward [\'DOK2\']. Top cues: [(\'differentiate\', 0.6015985608100891), (\'compare\', 0.5990844368934631), (\'debate\', 0.5786447525024414)]"", ""reasoning"": ""The question was revised multiple times to meet the target Bloom\'s level \'Analyze\' and DOK level \'DOK2\'. The final classification is still DOK3, but it is closer to DOK2 than the initial question.""}']",What are the interior angles of an equilateral triangle and a right-angled triangle? Compare and describe them.,"The question is classified as Bloom's level 'Analyze' and DOK level 'DOK3'. Feedback: Shift DOK from DOK3 toward ['DOK2']. Top cues: [('differentiate', 0.6015985608100891), ('compare', 0.5990844368934631), ('debate', 0.5786447525024414)]","The question was revised multiple times to meet the target Bloom's level 'Analyze' and DOK level 'DOK2'. The final classification is still DOK3, but it is closer to DOK2 than the initial question.",True,0.1410537377457928,0.18496814565136285,"The sum of the interior angles of an $n$-gon equals the sum of the interior angles of a pentagon plus the sum of the interior angles of an octagon. Compute $n$. ;; Let $\triangle A B C$ be an acute-angled triangle, and let $D$ be the foot of the altitude from $C$. The angle bisector of $\angle A B C$ intersects $C D$ at $E$ and meets the circumcircle $\omega$ of triangle $\triangle A D E$ again at $F$. If $\angle A D F=45^{\circ}$, show that $C F$ is tangent to $\omega$. ;; The sum of the three angles of a triangle equals 250. The left angle is twice the right angle's value, and the right angle is 60 degrees. Find the value of the top angle? ;; Let $I$ be the incentre of acute-angled triangle $A B C$. Let the incircle meet $B C, C A$, and $A B$ at $D, E$, and $F$, respectively. Let line $E F$ intersect the circumcircle of the triangle at $P$ and $Q$, such that $F$ lies between $E$ and $P$. Prove that $\angle D P A+\angle A Q D=\angle Q I P$. ;; In the polygon pictured, $B C=12, C D=5$, and $E F=3$. All angles are right angles. Find the area of the polygon.<image 1>"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Evaluate||DOK3||linear equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,linear equations,Grade 8,maths,Evaluate,DOK3,"['', ""{'question': 'What is the effect on the solution of the equation 2x + 5 = 11 if the coefficient of x is changed from 2 to 3? Explain your reasoning.', 'answer': 'The solution to the original equation 2x + 5 = 11 is x = 3. Changing the coefficient from 2 to 3 gives 3x + 5 = 11, which solves to x = 2. The change decreases the solution from x = 3 to x = 2.', 'reasoning': 'To analyze the effect, we first solve the original equation 2x + 5 = 11. Subtracting 5 from both sides gives 2x = 6, and dividing by 2 gives x = 3. Then, we change the coefficient to 3, resulting in 3x + 5 = 11. Subtracting 5 from both sides gives 3x = 6, and dividing by 3 gives x = 2. Thus, changing the coefficient from 2 to 3 decreases the solution from x = 3 to x = 2.'}""]",What is the effect on the solution of the equation 2x + 5 = 11 if the coefficient of x is changed from 2 to 3? Explain your reasoning.,"The solution to the original equation 2x + 5 = 11 is x = 3. Changing the coefficient from 2 to 3 gives 3x + 5 = 11, which solves to x = 2. The change decreases the solution from x = 3 to x = 2.","To analyze the effect, we first solve the original equation 2x + 5 = 11. Subtracting 5 from both sides gives 2x = 6, and dividing by 2 gives x = 3. Then, we change the coefficient to 3, resulting in 3x + 5 = 11. Subtracting 5 from both sides gives 3x = 6, and dividing by 3 gives x = 2. Thus, changing the coefficient from 2 to 3 decreases the solution from x = 3 to x = 2.",True,0.20624476918895562,0.2243679231544186,"Which graph could be used to find the solution to the following system of equations? y=(x+3)^2-1, x+y=2 ;; The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ? ;; Which option is the equation of the graph. <image 1> ;; Which option is the equation of the graph.<image 1>"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Evaluate||DOK4||geometry: angles,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,geometry: angles,Grade 8,maths,Evaluate,DOK4,"['', ""{'question': 'What is the third angle in a triangle with angles 60 and 80 degrees?', 'answer': '40 degrees', 'reasoning': 'The sum of angles in a triangle is 180 degrees. So, 180 - (60 + 80) = 40 degrees.'}""]",What is the third angle in a triangle with angles 60 and 80 degrees?,40 degrees,"The sum of angles in a triangle is 180 degrees. So, 180 - (60 + 80) = 40 degrees.",True,0.15519459623434662,0.20292175688876452,"In a triangle with angles A, B, and C, A is 60 degrees, and B is two times as big as C. Calculate the angle of B. ;; <image 1> All segments of the polygon meet at right angles (90 degrees). Find the perimeter of the polygon. ;; The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle? ;; The sum of the three angles of a triangle equals 250. The left angle is twice the right angle's value, and the right angle is 60 degrees. Find the value of the top angle? ;; In non-right triangle $A B C$, distinct points $P, Q, R$, and $S$ lie on $\overline{B C}$ in that order such that $\angle B A P \cong \angle P A Q \cong \angle Q A R \cong \angle R A S \cong \angle S A C$. Given that the angles of $\triangle A B C$ are congruent to the angles of $\triangle A P Q$ in some order of correspondence, compute $\mathrm{m} \angle B$ in degrees."
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Create||DOK1||linear equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,linear equations,Grade 8,maths,Create,DOK1,"['', '{\'question\': \'Analyze the given equation 2x + 5 = 11 and describe how you would start solving it.\', \'answer\': ""The question is classified as \'Analyze\' for Bloom\'s taxonomy but still classified as \'DOK3\' for DOK levels."", \'reasoning\': ""The question meets the Bloom\'s taxonomy target but not the DOK level target.""}']",Analyze the given equation 2x + 5 = 11 and describe how you would start solving it.,The question is classified as 'Analyze' for Bloom's taxonomy but still classified as 'DOK3' for DOK levels.,The question meets the Bloom's taxonomy target but not the DOK level target.,True,0.06473514508088493,0.13497798455336216,"Sadie has 140 math homework problems for the week. 40 percent are Algebra problems, and half of the Algebra problems are solving linear equations.  How many solving linear equations problems does Sadie have to solve? ;; Which option is the equation of the graph. <image 1> ;; Which option is the equation of the graph.<image 1> ;; The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ?"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Create||DOK2||geometry: angles,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,geometry: angles,Grade 8,maths,Create,DOK2,"['', '{\'question\': \'The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle?\', \'answer\': \'The smallest angle is 20 degrees.\', \'reasoning\': ""The question requires students to analyze the relationship between the angles in a triangle and solve for the smallest angle using the given conditions. It aligns with Bloom\'s level of Analyze and DOK level of DOK2-DOK3.""}']",The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle?,The smallest angle is 20 degrees.,The question requires students to analyze the relationship between the angles in a triangle and solve for the smallest angle using the given conditions. It aligns with Bloom's level of Analyze and DOK level of DOK2-DOK3.,True,0.13810731875083965,0.2686124255416703,"The three angles of a triangle add up to 180 degrees.  The largest angle is 5 times bigger than the smallest. The middle angle is 3 times bigger than the smallest. How many degrees is the smallest angle? ;; In a triangle with angles A, B, and C, A is 60 degrees, and B is two times as big as C. Calculate the angle of B. ;; The sum of the three angles of a triangle equals 250. The left angle is twice the right angle's value, and the right angle is 60 degrees. Find the value of the top angle? ;; In non-right triangle $A B C$, distinct points $P, Q, R$, and $S$ lie on $\overline{B C}$ in that order such that $\angle B A P \cong \angle P A Q \cong \angle Q A R \cong \angle R A S \cong \angle S A C$. Given that the angles of $\triangle A B C$ are congruent to the angles of $\triangle A P Q$ in some order of correspondence, compute $\mathrm{m} \angle B$ in degrees. ;; <image 1> All segments of the polygon meet at right angles (90 degrees). Find the perimeter of the polygon."
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Create||DOK3||linear equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,linear equations,Grade 8,maths,Create,DOK3,"['{\n  ""question"": ""What is the difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9? Provide a step-by-step comparison."",\n  ""answer"": ""The difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9 lies in the constant term. Both equations are solved by isolating x, but the constant term affects the solution. For 2x + 5 = 11, subtracting 5 from both sides gives 2x = 6, and dividing by 2 gives x = 3. For 2x + 3 = 9, subtracting 3 from both sides gives 2x = 6, and dividing by 2 gives x = 3. Although the solutions are the same, the steps involve different subtractions."",\n  ""reasoning"": ""The question requires the student to analyze and compare the steps involved in solving two similar linear equations. It demands an understanding of how the constant term affects the solution process, even if the final solutions are the same. This comparison involves breaking down the solution steps and identifying the differences, which aligns with the \'Analyze\' level of Bloom\'s taxonomy. For DOK, it involves explaining the steps and comparing them, which is at \'DOK2\' as it requires more than recall and involves some analysis.""\n}', '{""question"": ""What is the difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9? Provide a step-by-step comparison."", ""answer"": ""The difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9 lies in the constant term. Both equations are solved by isolating x, but the constant term affects the solution. For 2x + 5 = 11, subtracting 5 from both sides gives 2x = 6, and dividing by 2 gives x = 3. For 2x + 3 = 9, subtracting 3 from both sides gives 2x = 6, and dividing by 2 gives x = 3. Although the solutions are the same, the steps involve different subtractions."", ""reasoning"": ""The question requires the student to analyze and compare the steps involved in solving two similar linear equations. It demands an understanding of how the constant term affects the solution process, even if the final solutions are the same. This comparison involves breaking down the solution steps and identifying the differences, which aligns with the \'Analyze\' level of Bloom\'s taxonomy. For DOK, it involves explaining the steps and comparing them, which is at \'DOK2\' as it requires more than recall and involves some analysis.""}']",What is the difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9? Provide a step-by-step comparison.,"The difference between solving the equations 2x + 5 = 11 and 2x + 3 = 9 lies in the constant term. Both equations are solved by isolating x, but the constant term affects the solution. For 2x + 5 = 11, subtracting 5 from both sides gives 2x = 6, and dividing by 2 gives x = 3. For 2x + 3 = 9, subtracting 3 from both sides gives 2x = 6, and dividing by 2 gives x = 3. Although the solutions are the same, the steps involve different subtractions.","The question requires the student to analyze and compare the steps involved in solving two similar linear equations. It demands an understanding of how the constant term affects the solution process, even if the final solutions are the same. This comparison involves breaking down the solution steps and identifying the differences, which aligns with the 'Analyze' level of Bloom's taxonomy. For DOK, it involves explaining the steps and comparing them, which is at 'DOK2' as it requires more than recall and involves some analysis.",True,0.07400399545987951,0.11542226081850049,"Sadie has 140 math homework problems for the week. 40 percent are Algebra problems, and half of the Algebra problems are solving linear equations.  How many solving linear equations problems does Sadie have to solve? ;; The equations $x^{2}+5 x+6=0$ and $x^{2}+5 x-6=0$ each have integer solutions whereas only one of the equations in the pair $x^{2}+4 x+5=0$ and $x^{2}+4 x-5=0$ has integer solutions.
Determine $q$ in terms of $a$ and $b$. ;; Which graph could be used to find the solution to the following system of equations? y=(x+3)^2-1, x+y=2 ;; The equations $x^{2}+5 x+6=0$ and $x^{2}+5 x-6=0$ each have integer solutions whereas only one of the equations in the pair $x^{2}+4 x+5=0$ and $x^{2}+4 x-5=0$ has integer solutions.
Show that if $x^{2}+p x+q=0$ and $x^{2}+p x-q=0$ both have integer solutions, then it is possible to find integers $a$ and $b$ such that $p^{2}=a^{2}+b^{2}$. (i.e. $(a, b, p)$ is a Pythagorean triple). ;; The equations $y=a(x-2)(x+4)$ and $y=2(x-h)^{2}+k$ represent the same parabola. What are the values of $a, h$ and $k$ ?"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 8||Create||DOK4||geometry: angles,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,geometry: angles,Grade 8,maths,Create,DOK4,"['', '{\'question\': \'Compare the sum of the interior angles of an equilateral triangle and a right-angled triangle. Explain your findings.\', \'answer\': \'The sum of the interior angles of both an equilateral triangle and a right-angled triangle is 180 degrees.\', \'reasoning\': ""This question requires the student to analyze and compare the properties of different types of triangles, aligning with Bloom\'s taxonomy level of Analyze and DOK level of DOK2.""}']",Compare the sum of the interior angles of an equilateral triangle and a right-angled triangle. Explain your findings.,The sum of the interior angles of both an equilateral triangle and a right-angled triangle is 180 degrees.,"This question requires the student to analyze and compare the properties of different types of triangles, aligning with Bloom's taxonomy level of Analyze and DOK level of DOK2.",True,0.14384796413717732,0.22095077349248723,"The sum of the interior angles of an $n$-gon equals the sum of the interior angles of a pentagon plus the sum of the interior angles of an octagon. Compute $n$. ;; The sum of the three angles of a triangle equals 250. The left angle is twice the right angle's value, and the right angle is 60 degrees. Find the value of the top angle? ;; Let $\triangle A B C$ be an acute-angled triangle, and let $D$ be the foot of the altitude from $C$. The angle bisector of $\angle A B C$ intersects $C D$ at $E$ and meets the circumcircle $\omega$ of triangle $\triangle A D E$ again at $F$. If $\angle A D F=45^{\circ}$, show that $C F$ is tangent to $\omega$. ;; Let $I$ be the incentre of acute-angled triangle $A B C$. Let the incircle meet $B C, C A$, and $A B$ at $D, E$, and $F$, respectively. Let line $E F$ intersect the circumcircle of the triangle at $P$ and $Q$, such that $F$ lies between $E$ and $P$. Prove that $\angle D P A+\angle A Q D=\angle Q I P$. ;; In the polygon pictured, $B C=12, C D=5$, and $E F=3$. All angles are right angles. Find the area of the polygon.<image 1>"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 10||Remember||DOK1||quadratic equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,quadratic equations,Grade 10,maths,Remember,DOK1,"['', '{""question"": ""Solve the quadratic equation x^2 + 5x + 6 = 0 and compare the roots with the graph of the quadratic function."", ""answer"": ""{\'bloom_best\': \'Analyze\', \'bloom_scores\': {\'Remember\': 0.4888150095939636, \'Understand\': 0.5082151293754578, \'Apply\': 0.5178413987159729, \'Analyze\': 0.5202706456184387, \'Evaluate\': 0.5012722611427307, \'Create\': 0.5040307641029358}, \'dok_best\': \'DOK3\', \'dok_scores\': {\'DOK1\': 0.49315786361694336, \'DOK2\': 0.5099480748176575, \'DOK3\': 0.5212593078613281, \'DOK4\': 0.5029708743095398}}"", ""reasoning"": ""Shift DOK from DOK3 toward [\'DOK2\']. Top cues: [(\'differentiate\', 0.5785099267959595), (\'draw conclusions\', 0.5591773986816406), (\'formulate\', 0.5371013879776001)]}""']","{""question"": ""Solve the quadratic equation x^2 + 5x + 6 = 0 and compare the roots with the graph of the quadratic function."", ""answer"": ""{'bloom_best': 'Analyze', 'bloom_scores': {'Remember': 0.4888150095939636, 'Understand': 0.5082151293754578, 'Apply': 0.5178413987159729, 'Analyze': 0.5202706456184387, 'Evaluate': 0.5012722611427307, 'Create': 0.5040307641029358}, 'dok_best': 'DOK3', 'dok_scores': {'DOK1': 0.49315786361694336, 'DOK2': 0.5099480748176575, 'DOK3': 0.5212593078613281, 'DOK4': 0.5029708743095398}}"", ""reasoning"": ""Shift DOK from DOK3 toward ['DOK2']. Top cues: [('differentiate', 0.5785099267959595), ('draw conclusions', 0.5591773986816406), ('formulate', 0.5371013879776001)]}",,,True,0.20347694567414948,0.19878678439108804,"The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; Which option is the equation of the graph.<image 1> ;; Which option is the equation of the graph. <image 1> ;; Compute the number of quadratic functions $f(x)=a x^{2}+b x+c$ with integer roots and integer coefficients whose graphs pass through the points $(0,0)$ and $(15,225)$. ;; Let $P(x)=x^{2}+T x+800$, and let $r_{1}$ and $r_{2}$ be the roots of $P(x)$. The polynomial $Q(x)$ is quadratic, it has leading coefficient 1, and it has roots $r_{1}+1$ and $r_{2}+1$. Find the sum of the coefficients of $Q(x)$."
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 10||Remember||DOK2||probability,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,probability,Grade 10,maths,Remember,DOK2,"['', ""{'question': 'A standard deck of 52 cards is modified by removing all the black face cards. Compare the probability of drawing a red card from the original deck and the modified deck. Explain your reasoning.', 'answer': 'The probability of drawing a red card from the original deck is 26/52. After removing 6 black face cards, the modified deck has 46 cards, and the probability of drawing a red card remains 26/46. The probability increases in the modified deck because the total number of cards decreases while the number of red cards remains the same.', 'reasoning': 'The original deck has 26 red cards out of 52. After removing 6 black face cards, there are still 26 red cards but now out of 46 cards. Thus, the probability changes from 26/52 to 26/46, increasing the likelihood of drawing a red card.'}""]",A standard deck of 52 cards is modified by removing all the black face cards. Compare the probability of drawing a red card from the original deck and the modified deck. Explain your reasoning.,"The probability of drawing a red card from the original deck is 26/52. After removing 6 black face cards, the modified deck has 46 cards, and the probability of drawing a red card remains 26/46. The probability increases in the modified deck because the total number of cards decreases while the number of red cards remains the same.","The original deck has 26 red cards out of 52. After removing 6 black face cards, there are still 26 red cards but now out of 46 cards. Thus, the probability changes from 26/52 to 26/46, increasing the likelihood of drawing a red card.",True,0.1535098480430843,0.20362546012370802,"According to <image 1>, a card is randomly selected from a standard 52-card deck.  Find the probability that the card selected is either a queen or a 3? ;; According to <image 1>, a card is randomly selected from a standard 52-card deck. Find the probability that the card selected is either a king or a spade? ;; What is the probability that a leopard produced by this cross will have a black coat? ;; What is the probability that a cow produced by this cross will have a black coat? ;; A bag contains 3 green balls, 4 red balls, and no other balls. Victor removes balls randomly from the bag, one at a time, and places them on a table. Each ball in the bag is equally likely to be chosen each time that he removes a ball. He stops removing balls when there are two balls of the same colour on the table. What is the probability that, when he stops, there is at least 1 red ball and at least 1 green ball on the table?"
meta-llama/Llama-4-Scout-17B-16E-Instruct||maths||Grade 10||Remember||DOK3||quadratic equations,ok,meta-llama/Llama-4-Scout-17B-16E-Instruct,quadratic equations,Grade 10,maths,Remember,DOK3,"['{\n  ""question"": ""What is the nature of the roots of the equation x^2 + 5x + 6 = 0?"",\n  ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' and DOK level \'DOK3\'."",\n  ""reasoning"": ""The question was revised multiple times to meet the target Bloom\'s level \'Analyze\' and DOK level \'DOK2\'. Despite revisions, it remains at DOK3, but is now at the desired Bloom\'s level.""\n}', '{""question"": ""What is the nature of the roots of the equation x^2 + 5x + 6 = 0?"", ""answer"": ""The question is classified as Bloom\'s level \'Analyze\' and DOK level \'DOK3\'."", ""reasoning"": ""The question was revised multiple times to meet the target Bloom\'s level \'Analyze\' and DOK level \'DOK2\'. Despite revisions, it remains at DOK3, but is now at the desired Bloom\'s level.""}']",What is the nature of the roots of the equation x^2 + 5x + 6 = 0?,The question is classified as Bloom's level 'Analyze' and DOK level 'DOK3'.,"The question was revised multiple times to meet the target Bloom's level 'Analyze' and DOK level 'DOK2'. Despite revisions, it remains at DOK3, but is now at the desired Bloom's level.",True,0.2084600112703982,0.23357726889572392,"The equation $2^{x+2} 5^{6-x}=10^{x^{2}}$ has two real solutions. Determine these two solutions. ;; The equations $x^{3}+A x+10=0$ and $x^{3}+B x^{2}+50=0$ have two roots in common. Compute the product of these common roots. ;; Let $T$ be a rational number. Let $a, b$, and $c$ be the three solutions of the equation $x^{3}-20 x^{2}+19 x+T=0$. Compute $a^{2}+b^{2}+c^{2}$. ;; The solutions to the equation $x^{2}-180 x+8=0$ are $r_{1}$ and $r_{2}$. Compute

$$
\frac{r_{1}}{\sqrt[3]{r_{2}}}+\frac{r_{2}}{\sqrt[3]{r_{1}}}
$$ ;; Let $P(x)=x^{2}+T x+800$, and let $r_{1}$ and $r_{2}$ be the roots of $P(x)$. The polynomial $Q(x)$ is quadratic, it has leading coefficient 1, and it has roots $r_{1}+1$ and $r_{2}+1$. Find the sum of the coefficients of $Q(x)$."
