key,status,model,topic,grade,subject,target_bloom,target_dok,output_raw,question,answer,reasoning,parse_ok,tfidf_centroid_sim_to_retrieved,tfidf_top5_mean_sim_to_retrieved,tfidf_top5_neighbors
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Evaluate||DOK1||states of matter,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,states of matter,Grade 5,chemistry,Evaluate,DOK1,"['{\n  ""question"": ""Why is a balloon filled with air considered a gas, while a stick of butter is considered a solid?"",\n  ""answer"": ""A balloon filled with air is considered a gas because the air inside it can expand to fill the entire space of the balloon and takes the shape of its container. In contrast, a stick of butter is a solid because it maintains its own shape and volume, even when placed in a different container."",\n  ""reasoning"": ""The question asks for a comparison between two objects to evaluate their states of matter. This requires understanding and applying knowledge about the properties of solids and gases, which aligns with the Evaluate level of Bloom\'s taxonomy and DOK1.""\n}', '{""question"": ""Why is a balloon filled with air considered a gas, while a stick of butter is considered a solid?"", ""answer"": ""A balloon filled with air is considered a gas because the air inside it can expand to fill the entire space of the balloon and takes the shape of its container. In contrast, a stick of butter is a solid because it maintains its own shape and volume, even when placed in a different container."", ""reasoning"": ""The question asks for a comparison between two objects to evaluate their states of matter. This requires understanding and applying knowledge about the properties of solids and gases, which aligns with the Evaluate level of Bloom\'s taxonomy and DOK1.""}']","Why is a balloon filled with air considered a gas, while a stick of butter is considered a solid?","A balloon filled with air is considered a gas because the air inside it can expand to fill the entire space of the balloon and takes the shape of its container. In contrast, a stick of butter is a solid because it maintains its own shape and volume, even when placed in a different container.","The question asks for a comparison between two objects to evaluate their states of matter. This requires understanding and applying knowledge about the properties of solids and gases, which aligns with the Evaluate level of Bloom's taxonomy and DOK1.",True,0.17081730029283826,0.2646640383952606,"Is a stick of butter a solid, a liquid, or a gas? ;; Is the air moving through a flute a solid, a liquid, or a gas? ;; Is the air from a leaf blower a solid, a liquid, or a gas? ;; Is the air inside your lungs a solid, a liquid, or a gas? ;; Is chalk a solid, a liquid, or a gas?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Evaluate||DOK2||mixtures and solutions,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,mixtures and solutions,Grade 5,chemistry,Evaluate,DOK2,"['{\n  ""question"": ""Student A claims that their saltwater solution has a higher concentration because they used more salt. Student B claims that their solution has a higher concentration because they used less water. Who is correct? Explain your reasoning by comparing the concentrations of both solutions."",\n  ""answer"": ""Student B is correct. To determine which solution has a higher concentration, we need to calculate the concentration of each solution. Concentration is calculated as the amount of solute (salt) divided by the amount of solvent (water). Student A\'s solution has 50 g of salt in 200 mL of water, so the concentration is 50/200 = 0.25 g/mL. Student B\'s solution has 40 g of salt in 150 mL of water, so the concentration is 40/150 = 0.267 g/mL. Since 0.267 g/mL is greater than 0.25 g/mL, Student B\'s solution has a higher concentration. Therefore, Student B is correct."",\n  ""reasoning"": ""The question requires students to evaluate the claims of two students about the concentration of their saltwater solutions. Students must calculate the concentration of each solution and compare them to determine which one is higher. This involves applying the concept of concentration and making a judgment based on the calculations, which aligns with the \'Evaluate\' level of Bloom\'s taxonomy and DOK2, as it requires reasoning and application of knowledge.""\n}', '{""question"": ""Student A claims that their saltwater solution has a higher concentration because they used more salt. Student B claims that their solution has a higher concentration because they used less water. Who is correct? Explain your reasoning by comparing the concentrations of both solutions."", ""answer"": ""Student B is correct. To determine which solution has a higher concentration, we need to calculate the concentration of each solution. Concentration is calculated as the amount of solute (salt) divided by the amount of solvent (water). Student A\'s solution has 50 g of salt in 200 mL of water, so the concentration is 50/200 = 0.25 g/mL. Student B\'s solution has 40 g of salt in 150 mL of water, so the concentration is 40/150 = 0.267 g/mL. Since 0.267 g/mL is greater than 0.25 g/mL, Student B\'s solution has a higher concentration. Therefore, Student B is correct."", ""reasoning"": ""The question requires students to evaluate the claims of two students about the concentration of their saltwater solutions. Students must calculate the concentration of each solution and compare them to determine which one is higher. This involves applying the concept of concentration and making a judgment based on the calculations, which aligns with the \'Evaluate\' level of Bloom\'s taxonomy and DOK2, as it requires reasoning and application of knowledge.""}']",Student A claims that their saltwater solution has a higher concentration because they used more salt. Student B claims that their solution has a higher concentration because they used less water. Who is correct? Explain your reasoning by comparing the concentrations of both solutions.,"Student B is correct. To determine which solution has a higher concentration, we need to calculate the concentration of each solution. Concentration is calculated as the amount of solute (salt) divided by the amount of solvent (water). Student A's solution has 50 g of salt in 200 mL of water, so the concentration is 50/200 = 0.25 g/mL. Student B's solution has 40 g of salt in 150 mL of water, so the concentration is 40/150 = 0.267 g/mL. Since 0.267 g/mL is greater than 0.25 g/mL, Student B's solution has a higher concentration. Therefore, Student B is correct.","The question requires students to evaluate the claims of two students about the concentration of their saltwater solutions. Students must calculate the concentration of each solution and compare them to determine which one is higher. This involves applying the concept of concentration and making a judgment based on the calculations, which aligns with the 'Evaluate' level of Bloom's taxonomy and DOK2, as it requires reasoning and application of knowledge.",True,0.5166824483566196,0.28548618883102345,"Which solution has a higher concentration of green particles? ;; Which solution has a higher concentration of pink particles? ;; Complete the statement.
During this chemical reaction, the solution becomes (). ;; A chemist has three bottles, each containing a mixture of acid and water:

- bottle A contains $40 \mathrm{~g}$ of which $10 \%$ is acid,
- bottle B contains $50 \mathrm{~g}$ of which $20 \%$ is acid, and
- bottle C contains $50 \mathrm{~g}$ of which $30 \%$ is acid.

She uses some of the mixture from each of the bottles to create a mixture with mass $60 \mathrm{~g}$ of which $25 \%$ is acid. Then she mixes the remaining contents of the bottles to create a new mixture. What percentage of the new mixture is acid? ;; In a dye-making process, a young lady mixes 3/5th of 20 liters of water with 5/6th of 18 liters of vinegar. How many liters of the mixture are obtained?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Evaluate||DOK3||states of matter,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,states of matter,Grade 5,chemistry,Evaluate,DOK3,"['{\n  ""question"": ""If you heat a solid piece of ice, it turns into a liquid. If you continue heating the liquid, it turns into a gas. Critique the process of changing states of matter due to temperature changes and provide evidence from your knowledge of states of matter to support your critique."",\n  ""answer"": ""When you heat a solid piece of ice, the particles gain energy and start moving faster. This causes the ice to melt into a liquid. If you continue heating the liquid, the particles move even faster and eventually turn into a gas. When you cool the gas back down, the particles lose energy and slow down, causing the gas to condense into a liquid and then freeze into a solid again. This process shows how matter can change states based on temperature. Critiquing this process, we can see that temperature is a key factor in determining the state of matter, and the energy of particles plays a crucial role in these changes. However, it\'s important to note that not all substances change states in the same way, and external factors like pressure can also influence these changes."",\n  ""reasoning"": ""The revised question includes the word \'critique\' and asks for evidence, which aligns with the Evaluate level of Bloom\'s taxonomy and DOK3 complexity.""\n}', '{""question"": ""If you heat a solid piece of ice, it turns into a liquid. If you continue heating the liquid, it turns into a gas. Critique the process of changing states of matter due to temperature changes and provide evidence from your knowledge of states of matter to support your critique."", ""answer"": ""When you heat a solid piece of ice, the particles gain energy and start moving faster. This causes the ice to melt into a liquid. If you continue heating the liquid, the particles move even faster and eventually turn into a gas. When you cool the gas back down, the particles lose energy and slow down, causing the gas to condense into a liquid and then freeze into a solid again. This process shows how matter can change states based on temperature. Critiquing this process, we can see that temperature is a key factor in determining the state of matter, and the energy of particles plays a crucial role in these changes. However, it\'s important to note that not all substances change states in the same way, and external factors like pressure can also influence these changes."", ""reasoning"": ""The revised question includes the word \'critique\' and asks for evidence, which aligns with the Evaluate level of Bloom\'s taxonomy and DOK3 complexity.""}']","If you heat a solid piece of ice, it turns into a liquid. If you continue heating the liquid, it turns into a gas. Critique the process of changing states of matter due to temperature changes and provide evidence from your knowledge of states of matter to support your critique.","When you heat a solid piece of ice, the particles gain energy and start moving faster. This causes the ice to melt into a liquid. If you continue heating the liquid, the particles move even faster and eventually turn into a gas. When you cool the gas back down, the particles lose energy and slow down, causing the gas to condense into a liquid and then freeze into a solid again. This process shows how matter can change states based on temperature. Critiquing this process, we can see that temperature is a key factor in determining the state of matter, and the energy of particles plays a crucial role in these changes. However, it's important to note that not all substances change states in the same way, and external factors like pressure can also influence these changes.","The revised question includes the word 'critique' and asks for evidence, which aligns with the Evaluate level of Bloom's taxonomy and DOK3 complexity.",True,0.30239078765298644,0.2697040060629947,"Is an ice cube a solid, a liquid, or a gas? ;; Is a piece of paper a solid, a liquid, or a gas? ;; Is a piece of paper a solid or a liquid? ;; Is a tissue a solid, a liquid, or a gas? ;; Is milk a solid, a liquid, or a gas?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Evaluate||DOK4||mixtures and solutions,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,mixtures and solutions,Grade 5,chemistry,Evaluate,DOK4,"['{\n  ""question"": ""A scientist is trying to create a saltwater solution for an experiment. She has two options: Option 1 involves mixing 100 mL of water with 20 g of salt, and Option 2 involves mixing 150 mL of water with 30 g of salt. After mixing, she adds 50 mL of pure water to each mixture. Which option results in a more concentrated saltwater solution? Justify your answer by explaining how you determined the concentration in each case and evaluate the impact of adding pure water on the final concentration. Additionally, discuss the potential implications of choosing one option over the other for the experiment."",\n  ""answer"": ""To determine which option results in a more concentrated saltwater solution, we first calculate the concentration of salt in each mixture before and after adding pure water.\\n\\nFor Option 1:\\n- Initial concentration: 20 g / 100 mL = 0.2 g/mL\\n- After adding 50 mL of pure water, total volume becomes 150 mL\\n- Final concentration: 20 g / 150 mL = 0.133 g/mL\\n\\nFor Option 2:\\n- Initial concentration: 30 g / 150 mL = 0.2 g/mL\\n- After adding 50 mL of pure water, total volume becomes 200 mL\\n- Final concentration: 30 g / 200 mL = 0.15 g/mL\\n\\nComparing the final concentrations, Option 2 results in a more concentrated saltwater solution (0.15 g/mL) than Option 1 (0.133 g/mL).\\n\\nThe addition of pure water dilutes both mixtures, but the effect is less pronounced in Option 2 because it started with a higher initial concentration. This suggests that starting with a higher concentration can lead to a more concentrated final solution even after dilution.\\n\\nThe choice between the two options could have significant implications for the experiment. If the experiment requires a specific concentration of saltwater, Option 2 would be more suitable as it provides a higher concentration. However, if the experiment needs a larger volume of solution, Option 2 also provides more volume (200 mL vs 150 mL). The scientist should consider the specific requirements of the experiment when making her decision."",\n  ""reasoning"": ""The question requires students to evaluate the effectiveness of different methods of creating saltwater solutions. It involves calculating concentrations, comparing results, and discussing the implications of the choices made. This aligns with the \'Evaluate\' level of Bloom\'s taxonomy and DOK4, as it requires complex reasoning and justification.""\n}', '{""question"": ""A scientist is trying to create a saltwater solution for an experiment. She has two options: Option 1 involves mixing 100 mL of water with 20 g of salt, and Option 2 involves mixing 150 mL of water with 30 g of salt. After mixing, she adds 50 mL of pure water to each mixture. Which option results in a more concentrated saltwater solution? Justify your answer by explaining how you determined the concentration in each case and evaluate the impact of adding pure water on the final concentration. Additionally, discuss the potential implications of choosing one option over the other for the experiment."", ""answer"": ""To determine which option results in a more concentrated saltwater solution, we first calculate the concentration of salt in each mixture before and after adding pure water.\\n\\nFor Option 1:\\n- Initial concentration: 20 g / 100 mL = 0.2 g/mL\\n- After adding 50 mL of pure water, total volume becomes 150 mL\\n- Final concentration: 20 g / 150 mL = 0.133 g/mL\\n\\nFor Option 2:\\n- Initial concentration: 30 g / 150 mL = 0.2 g/mL\\n- After adding 50 mL of pure water, total volume becomes 200 mL\\n- Final concentration: 30 g / 200 mL = 0.15 g/mL\\n\\nComparing the final concentrations, Option 2 results in a more concentrated saltwater solution (0.15 g/mL) than Option 1 (0.133 g/mL).\\n\\nThe addition of pure water dilutes both mixtures, but the effect is less pronounced in Option 2 because it started with a higher initial concentration. This suggests that starting with a higher concentration can lead to a more concentrated final solution even after dilution.\\n\\nThe choice between the two options could have significant implications for the experiment. If the experiment requires a specific concentration of saltwater, Option 2 would be more suitable as it provides a higher concentration. However, if the experiment needs a larger volume of solution, Option 2 also provides more volume (200 mL vs 150 mL). The scientist should consider the specific requirements of the experiment when making her decision."", ""reasoning"": ""The question requires students to evaluate the effectiveness of different methods of creating saltwater solutions. It involves calculating concentrations, comparing results, and discussing the implications of the choices made. This aligns with the \'Evaluate\' level of Bloom\'s taxonomy and DOK4, as it requires complex reasoning and justification.""}']","A scientist is trying to create a saltwater solution for an experiment. She has two options: Option 1 involves mixing 100 mL of water with 20 g of salt, and Option 2 involves mixing 150 mL of water with 30 g of salt. After mixing, she adds 50 mL of pure water to each mixture. Which option results in a more concentrated saltwater solution? Justify your answer by explaining how you determined the concentration in each case and evaluate the impact of adding pure water on the final concentration. Additionally, discuss the potential implications of choosing one option over the other for the experiment.","To determine which option results in a more concentrated saltwater solution, we first calculate the concentration of salt in each mixture before and after adding pure water.

For Option 1:
- Initial concentration: 20 g / 100 mL = 0.2 g/mL
- After adding 50 mL of pure water, total volume becomes 150 mL
- Final concentration: 20 g / 150 mL = 0.133 g/mL

For Option 2:
- Initial concentration: 30 g / 150 mL = 0.2 g/mL
- After adding 50 mL of pure water, total volume becomes 200 mL
- Final concentration: 30 g / 200 mL = 0.15 g/mL

Comparing the final concentrations, Option 2 results in a more concentrated saltwater solution (0.15 g/mL) than Option 1 (0.133 g/mL).

The addition of pure water dilutes both mixtures, but the effect is less pronounced in Option 2 because it started with a higher initial concentration. This suggests that starting with a higher concentration can lead to a more concentrated final solution even after dilution.

The choice between the two options could have significant implications for the experiment. If the experiment requires a specific concentration of saltwater, Option 2 would be more suitable as it provides a higher concentration. However, if the experiment needs a larger volume of solution, Option 2 also provides more volume (200 mL vs 150 mL). The scientist should consider the specific requirements of the experiment when making her decision.","The question requires students to evaluate the effectiveness of different methods of creating saltwater solutions. It involves calculating concentrations, comparing results, and discussing the implications of the choices made. This aligns with the 'Evaluate' level of Bloom's taxonomy and DOK4, as it requires complex reasoning and justification.",True,0.3389682683618186,0.1746830793795061,"Mason is mixing up some salad dressing. He takes a bowl that holds 150 ml and fills it 2/3rds with oil and 1/3rd with vinegar. The oil weighs 5 g/ml and the vinegar weighs 4 g/ml. How many grams does the salad dressing weigh? ;; A chemist has three bottles, each containing a mixture of acid and water:

- bottle A contains $40 \mathrm{~g}$ of which $10 \%$ is acid,
- bottle B contains $50 \mathrm{~g}$ of which $20 \%$ is acid, and
- bottle C contains $50 \mathrm{~g}$ of which $30 \%$ is acid.

She uses some of the mixture from each of the bottles to create a mixture with mass $60 \mathrm{~g}$ of which $25 \%$ is acid. Then she mixes the remaining contents of the bottles to create a new mixture. What percentage of the new mixture is acid? ;; Which solution has a higher concentration of pink particles? ;; Which solution has a higher concentration of green particles? ;; In a dye-making process, a young lady mixes 3/5th of 20 liters of water with 5/6th of 18 liters of vinegar. How many liters of the mixture are obtained?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Create||DOK1||states of matter,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,states of matter,Grade 5,chemistry,Create,DOK1,"['{\n  ""question"": ""Create a new story that explains how water changes from a solid to a liquid to a gas, using real-life examples."",\n  ""answer"": ""A story about water changing from ice (solid) to water (liquid) to steam (gas), with examples like melting ice cubes, boiling water, and steam from a kettle."",\n  ""reasoning"": ""This question requires students to create a new story, which aligns with the Create level in Bloom\'s taxonomy. It is also a DOK1 task as it involves recalling and representing knowledge in a new way.""\n}', '{""question"": ""Create a new story that explains how water changes from a solid to a liquid to a gas, using real-life examples."", ""answer"": ""A story about water changing from ice (solid) to water (liquid) to steam (gas), with examples like melting ice cubes, boiling water, and steam from a kettle."", ""reasoning"": ""This question requires students to create a new story, which aligns with the Create level in Bloom\'s taxonomy. It is also a DOK1 task as it involves recalling and representing knowledge in a new way.""}']","Create a new story that explains how water changes from a solid to a liquid to a gas, using real-life examples.","A story about water changing from ice (solid) to water (liquid) to steam (gas), with examples like melting ice cubes, boiling water, and steam from a kettle.","This question requires students to create a new story, which aligns with the Create level in Bloom's taxonomy. It is also a DOK1 task as it involves recalling and representing knowledge in a new way.",True,0.620708770380231,0.45532234124709914,"Are water droplets a solid, a liquid, or a gas? ;; Is the water in a sink a solid, a liquid, or a gas? ;; Is the water in a waterfall a solid, a liquid, or a gas? ;; Is the water in a bathtub a solid, a liquid, or a gas? ;; Is the water in a fishbowl a solid or a liquid?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Create||DOK2||mixtures and solutions,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,mixtures and solutions,Grade 5,chemistry,Create,DOK2,"['{\n  ""question"": ""Create a mixture of water and salt with a concentration of 10% salt by mass."",\n  ""answer"": ""To create a 10% salt solution by mass, measure 10 grams of salt and 90 grams of water. Mix them together until the salt dissolves completely."",\n  ""reasoning"": ""This question requires the student to design a mixture with a specific concentration, which involves understanding the concept of concentration and applying it to a real-world scenario. It also requires the student to describe the steps, which involves higher-order thinking skills.""\n}', '{""question"": ""Create a mixture of water and salt with a concentration of 10% salt by mass."", ""answer"": ""To create a 10% salt solution by mass, measure 10 grams of salt and 90 grams of water. Mix them together until the salt dissolves completely."", ""reasoning"": ""This question requires the student to design a mixture with a specific concentration, which involves understanding the concept of concentration and applying it to a real-world scenario. It also requires the student to describe the steps, which involves higher-order thinking skills.""}']",Create a mixture of water and salt with a concentration of 10% salt by mass.,"To create a 10% salt solution by mass, measure 10 grams of salt and 90 grams of water. Mix them together until the salt dissolves completely.","This question requires the student to design a mixture with a specific concentration, which involves understanding the concept of concentration and applying it to a real-world scenario. It also requires the student to describe the steps, which involves higher-order thinking skills.",True,0.22466419508447547,0.12413528856158737,"A chemist has three bottles, each containing a mixture of acid and water:

- bottle A contains $40 \mathrm{~g}$ of which $10 \%$ is acid,
- bottle B contains $50 \mathrm{~g}$ of which $20 \%$ is acid, and
- bottle C contains $50 \mathrm{~g}$ of which $30 \%$ is acid.

She uses some of the mixture from each of the bottles to create a mixture with mass $60 \mathrm{~g}$ of which $25 \%$ is acid. Then she mixes the remaining contents of the bottles to create a new mixture. What percentage of the new mixture is acid? ;; In a dye-making process, a young lady mixes 3/5th of 20 liters of water with 5/6th of 18 liters of vinegar. How many liters of the mixture are obtained? ;; Which solution has a higher concentration of green particles? ;; Which solution has a higher concentration of pink particles? ;; Complete the statement.
During this chemical reaction, the solution becomes ()."
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Create||DOK3||states of matter,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,states of matter,Grade 5,chemistry,Create,DOK3,"['{\n  ""question"": ""Create a story about a water droplet that freezes into ice, melts into water, and then evaporates into the air. Explain each change in state and the conditions that caused it."",\n  ""answer"": ""The water droplet starts as a liquid. When it gets cold, it freezes into a solid. Then, when it warms up, it melts back into a liquid. Finally, under the sun\'s heat, the water evaporates into a gas, rising into the air."",\n  ""reasoning"": ""The question requires students to create a story involving changes in states of matter, which aligns with the Create level in Bloom\'s taxonomy and DOK3. The question asks students to explain each change in state and the conditions that caused it, demonstrating a deep understanding of the concept.""\n}', '{""question"": ""Create a story about a water droplet that freezes into ice, melts into water, and then evaporates into the air. Explain each change in state and the conditions that caused it."", ""answer"": ""The water droplet starts as a liquid. When it gets cold, it freezes into a solid. Then, when it warms up, it melts back into a liquid. Finally, under the sun\'s heat, the water evaporates into a gas, rising into the air."", ""reasoning"": ""The question requires students to create a story involving changes in states of matter, which aligns with the Create level in Bloom\'s taxonomy and DOK3. The question asks students to explain each change in state and the conditions that caused it, demonstrating a deep understanding of the concept.""}']","Create a story about a water droplet that freezes into ice, melts into water, and then evaporates into the air. Explain each change in state and the conditions that caused it.","The water droplet starts as a liquid. When it gets cold, it freezes into a solid. Then, when it warms up, it melts back into a liquid. Finally, under the sun's heat, the water evaporates into a gas, rising into the air.","The question requires students to create a story involving changes in states of matter, which aligns with the Create level in Bloom's taxonomy and DOK3. The question asks students to explain each change in state and the conditions that caused it, demonstrating a deep understanding of the concept.",True,0.12365970640964528,0.26389273945500025,"Is an ice cube a solid, a liquid, or a gas? ;; Is the water in a fishbowl a solid or a liquid? ;; Is the water in a sink a solid, a liquid, or a gas? ;; Is the water in a bathtub a solid, a liquid, or a gas? ;; Is the water in a waterfall a solid, a liquid, or a gas?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 5||Create||DOK4||mixtures and solutions,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,mixtures and solutions,Grade 5,chemistry,Create,DOK4,"['{\n  ""question"": ""Design a recipe for a colorful solution using three different colored liquids (red, blue, and yellow) to create a mixture that is 40% red, 30% blue, and 30% yellow by volume. Explain how you would measure and mix the liquids to achieve this composition."",\n  ""answer"": ""To create the mixture:\\n1. Measure 40 mL of red liquid.\\n2. Measure 30 mL of blue liquid.\\n3. Measure 30 mL of yellow liquid.\\n4. Combine all three liquids in a container and stir thoroughly.\\nThis results in a total volume of 100 mL with the desired composition."",\n  ""reasoning"": ""The question requires designing a solution with specific proportions, which aligns with the Create level of Bloom\'s taxonomy and DOK4 as it involves planning and synthesizing information.""\n}', '{""question"": ""Design a recipe for a colorful solution using three different colored liquids (red, blue, and yellow) to create a mixture that is 40% red, 30% blue, and 30% yellow by volume. Explain how you would measure and mix the liquids to achieve this composition."", ""answer"": ""To create the mixture:\\n1. Measure 40 mL of red liquid.\\n2. Measure 30 mL of blue liquid.\\n3. Measure 30 mL of yellow liquid.\\n4. Combine all three liquids in a container and stir thoroughly.\\nThis results in a total volume of 100 mL with the desired composition."", ""reasoning"": ""The question requires designing a solution with specific proportions, which aligns with the Create level of Bloom\'s taxonomy and DOK4 as it involves planning and synthesizing information.""}']","Design a recipe for a colorful solution using three different colored liquids (red, blue, and yellow) to create a mixture that is 40% red, 30% blue, and 30% yellow by volume. Explain how you would measure and mix the liquids to achieve this composition.","To create the mixture:
1. Measure 40 mL of red liquid.
2. Measure 30 mL of blue liquid.
3. Measure 30 mL of yellow liquid.
4. Combine all three liquids in a container and stir thoroughly.
This results in a total volume of 100 mL with the desired composition.","The question requires designing a solution with specific proportions, which aligns with the Create level of Bloom's taxonomy and DOK4 as it involves planning and synthesizing information.",True,0.225688611093728,0.12470131634749186,"A chemist has three bottles, each containing a mixture of acid and water:

- bottle A contains $40 \mathrm{~g}$ of which $10 \%$ is acid,
- bottle B contains $50 \mathrm{~g}$ of which $20 \%$ is acid, and
- bottle C contains $50 \mathrm{~g}$ of which $30 \%$ is acid.

She uses some of the mixture from each of the bottles to create a mixture with mass $60 \mathrm{~g}$ of which $25 \%$ is acid. Then she mixes the remaining contents of the bottles to create a new mixture. What percentage of the new mixture is acid? ;; Which solution has a higher concentration of green particles? ;; Which solution has a higher concentration of pink particles? ;; Complete the statement.
During this chemical reaction, the solution becomes (). ;; In a dye-making process, a young lady mixes 3/5th of 20 liters of water with 5/6th of 18 liters of vinegar. How many liters of the mixture are obtained?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 8||Remember||DOK1||atoms and molecules,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,atoms and molecules,Grade 8,chemistry,Remember,DOK1,"['{\n  ""question"": ""What is the chemical formula for water?"",\n  ""answer"": ""The chemical formula for water is H\\u2082O."",\n  ""reasoning"": ""This question requires recalling a basic fact about a common molecule, which aligns with the \'Remember\' level of Bloom\'s taxonomy and DOK1, as it involves straightforward recall of information.""\n}', '{""question"": ""What is the chemical formula for water?"", ""answer"": ""The chemical formula for water is H₂O."", ""reasoning"": ""This question requires recalling a basic fact about a common molecule, which aligns with the \'Remember\' level of Bloom\'s taxonomy and DOK1, as it involves straightforward recall of information.""}']",What is the chemical formula for water?,The chemical formula for water is H₂O.,"This question requires recalling a basic fact about a common molecule, which aligns with the 'Remember' level of Bloom's taxonomy and DOK1, as it involves straightforward recall of information.",True,0.07325666662533149,0.0907853457300214,"Are water droplets a solid, a liquid, or a gas? ;; Is a clothespin a solid, a liquid, or a gas? ;; Is the air moving through a flute a solid, a liquid, or a gas? ;; Is a garbage can a solid, a liquid, or a gas? ;; Is the air from a leaf blower a solid, a liquid, or a gas?"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 8||Remember||DOK2||chemical reactions (basics),ok,Qwen/Qwen3-VL-30B-A3B-Instruct,chemical reactions (basics),Grade 8,chemistry,Remember,DOK2,"['{\n  ""question"": ""What are the reactants in the reaction between hydrogen and oxygen to form water?"",\n  ""answer"": ""The reactants are hydrogen and oxygen."",\n  ""reasoning"": ""The question is designed to assess the student\'s ability to recall basic facts about chemical reactions, specifically identifying reactants. This aligns with the \'Remember\' level of Bloom\'s taxonomy, as it requires students to recall information without requiring analysis or application. The DOK level is set to DOK2 because it involves applying knowledge of reactants in a simple context, which is slightly more complex than mere recall but still within the scope of basic understanding.""\n}', '{""question"": ""What are the reactants in the reaction between hydrogen and oxygen to form water?"", ""answer"": ""The reactants are hydrogen and oxygen."", ""reasoning"": ""The question is designed to assess the student\'s ability to recall basic facts about chemical reactions, specifically identifying reactants. This aligns with the \'Remember\' level of Bloom\'s taxonomy, as it requires students to recall information without requiring analysis or application. The DOK level is set to DOK2 because it involves applying knowledge of reactants in a simple context, which is slightly more complex than mere recall but still within the scope of basic understanding.""}']",What are the reactants in the reaction between hydrogen and oxygen to form water?,The reactants are hydrogen and oxygen.,"The question is designed to assess the student's ability to recall basic facts about chemical reactions, specifically identifying reactants. This aligns with the 'Remember' level of Bloom's taxonomy, as it requires students to recall information without requiring analysis or application. The DOK level is set to DOK2 because it involves applying knowledge of reactants in a simple context, which is slightly more complex than mere recall but still within the scope of basic understanding.",True,0.17371788924134784,0.26101116772882405,"Complete the sentence.
In this chemical reaction, hydrogen is a (). ;; Complete the sentence.
In this chemical reaction, oxygen is a (). ;; Complete the statement.
Hydrogen sulfide is (). ;; What do these two changes have in common?
water freezing into ice
a rock heating up in a campfire ;; What do these two changes have in common?
an antacid tablet reacting with water
a penny tarnishing"
Qwen/Qwen3-VL-30B-A3B-Instruct||chemistry||Grade 8||Remember||DOK3||atoms and molecules,ok,Qwen/Qwen3-VL-30B-A3B-Instruct,atoms and molecules,Grade 8,chemistry,Remember,DOK3,"['{\n  ""question"": ""What is a compound?"",\n  ""answer"": ""A compound is a substance formed when two or more different elements are chemically bonded together."",\n  ""reasoning"": ""The question requires students to recall the definition of a compound, which is a substance formed when two or more different elements are chemically bonded together. This aligns with the \'Remember\' Bloom\'s level and DOK3 cognitive demand.""\n}', '{""question"": ""What is a compound?"", ""answer"": ""A compound is a substance formed when two or more different elements are chemically bonded together."", ""reasoning"": ""The question requires students to recall the definition of a compound, which is a substance formed when two or more different elements are chemically bonded together. This aligns with the \'Remember\' Bloom\'s level and DOK3 cognitive demand.""}']",What is a compound?,A compound is a substance formed when two or more different elements are chemically bonded together.,"The question requires students to recall the definition of a compound, which is a substance formed when two or more different elements are chemically bonded together. This aligns with the 'Remember' Bloom's level and DOK3 cognitive demand.",True,0.0,0.0,"Is the air moving through a flute a solid, a liquid, or a gas? ;; Is a clothespin a solid, a liquid, or a gas? ;; Which of the following statements is true about gas particles? ;; Is a garbage can a solid, a liquid, or a gas? ;; Is the air from a leaf blower a solid, a liquid, or a gas?"
